ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Mileage,Seating Capacity,City
Petrol,Sedan,70000,Manual,1,Chevrolet,Chevrolet Sail,2015,180000.0,18.2,5.0,Kolkata
Petrol,SUV,29882,Manual,1,Maruti,Maruti Vitara Brezza,2021,673000.0,17.03,5.0,Kolkata
Petrol,Hatchback,55314,Manual,1,Toyota,Toyota Etios Liva,2011,198000.0,18.3,5.0,Kolkata
Diesel,Sedan,69000,Manual,1,Hyundai,Hyundai Verna,2013,250000.0,22.32,5.0,Kolkata
Petrol,Sedan,41565,Manual,2,Maruti,Maruti Swift Dzire,2015,338000.0,22.41,5.0,Kolkata
Petrol,Hatchback,46624,Manual,2,Hyundai,Hyundai i20,2011,198000.0,18.5,5.0,Kolkata
Diesel,SUV,56312,Automatic,1,Kia,Kia Seltos,2021,1400000.0,18.0,5.0,Kolkata
Petrol,Hatchback,22950,Manual,1,Maruti,Maruti Alto 800,2019,283000.0,22.05,5.0,Kolkata
Petrol,Hatchback,42000,Manual,2,Hyundai,Hyundai i10,2014,214000.0,19.81,5.0,Kolkata
Petrol,Hatchback,26135,Manual,1,Hyundai,Hyundai EON,2014,215000.0,21.1,5.0,Kolkata
Petrol,Hatchback,20913,Manual,1,Volkswagen,Volkswagen Polo,2020,749000.0,18.78,5.0,Kolkata
Petrol,Hatchback,14000,Manual,2,Hyundai,Hyundai EON,2013,185000.0,21.1,5.0,Kolkata
Petrol,Hatchback,3000,Manual,1,Maruti,Maruti S-Presso,2020,421000.0,24.76,5.0,Kolkata
Diesel,Hatchback,52002,Manual,1,Maruti,Maruti Baleno,2018,465000.00000000006,27.39,5.0,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai i20,2010,200000.0,18.5,5.0,Kolkata
Diesel,SUV,50000,Manual,1,Kia,Kia Seltos,2021,1321000.0,20.8,5.0,Kolkata
Petrol,Sedan,59000,Manual,1,Toyota,Toyota Corolla Altis,2014,450000.0,14.28,5.0,Kolkata
Diesel,SUV,15000,Manual,1,Kia,Kia Sonet,2022,1199000.0,18.9,5.0,Kolkata
Petrol,Hatchback,22393,Manual,2,Hyundai,Hyundai EON,2014,210000.0,21.1,5.0,Kolkata
Diesel,Sedan,53483,Manual,1,Honda,Honda Amaze,2016,345000.0,25.8,5.0,Kolkata
Petrol,Sedan,49000,Automatic,1,Honda,Honda New Accord,2011,421000.0,11.7,5.0,Kolkata
Petrol,Hatchback,38420,Manual,1,Maruti,Maruti Alto K10,2011,171000.0,24.39,5.0,Kolkata
Petrol,Hatchback,60585,Manual,1,Hyundai,Hyundai i10,2010,172000.0,20.36,5.0,Kolkata
Petrol,Sedan,12809,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2021,6600000.0,15.0,5.0,Kolkata
Diesel,Sedan,37243,Automatic,1,Skoda,Skoda Rapid,2019,794000.0,21.72,5.0,Kolkata
Petrol,SUV,25796,Manual,1,Toyota,Toyota Urban cruiser,2022,881000.0,17.03,5.0,Kolkata
Diesel,MUV,34000,Manual,1,Toyota,Toyota Innova Crysta,2018,1735000.0000000002,13.68,8.0,Kolkata
Petrol,SUV,29717,Automatic,1,Hyundai,Hyundai Venue,2019,852999.9999999999,18.15,5.0,Kolkata
Petrol,Hatchback,42000,Manual,1,Nissan,Nissan Micra Active,2018,325000.0,19.49,5.0,Kolkata
Petrol,Hatchback,24425,Manual,1,Maruti,Maruti Wagon R Stingray,2014,284000.0,20.51,5.0,Kolkata
Petrol,Sedan,14323,Automatic,1,Skoda,Skoda Rapid,2020,936000.0,16.24,5.0,Kolkata
Diesel,SUV,9700,Manual,1,Mahindra,Mahindra TUV 300,2019,800000.0,18.49,7.0,Kolkata
Petrol,Sedan,50000,Manual,2,Hyundai,Hyundai Verna,2011,250000.0,17.01,5.0,Kolkata
Petrol,Sedan,51097,Automatic,1,Honda,Honda City,2017,650000.0,18.0,5.0,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai i10,2010,165000.0,19.81,5.0,Kolkata
Petrol,Sedan,23684,Manual,1,Maruti,Maruti Swift Dzire,2022,850000.0,22.41,5.0,Kolkata
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i10,2009,161000.0,19.81,5.0,Kolkata
Diesel,SUV,60002,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,2750000.0,17.9,5.0,Kolkata
Petrol,SUV,39000,Manual,1,Honda,Honda BR-V,2018,795000.0,15.4,7.0,Kolkata
Petrol,MUV,40000,Manual,1,Maruti,Maruti Ertiga,2020,900000.0,19.01,7.0,Kolkata
Diesel,Hatchback,16001,Automatic,1,Volvo,Volvo V40,2017,1800000.0,16.8,5.0,Kolkata
Petrol,Sedan,51000,Manual,2,Hyundai,Hyundai Verna,2014,361000.0,17.01,5.0,Kolkata
Petrol,Hatchback,10143,Manual,1,Maruti,Maruti Wagon R,2021,509999.99999999994,21.79,5.0,Kolkata
Petrol,Hatchback,53657,Manual,2,Maruti,Maruti S-Presso,2019,415000.00000000006,21.7,5.0,Kolkata
Petrol,Hatchback,88532,Manual,1,Maruti,Maruti Celerio,2014,266000.0,25.24,5.0,Kolkata
Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Wagon R,2013,150000.0,20.51,5.0,Kolkata
Petrol,SUV,12059,Manual,1,Skoda,Skoda Kushaq,2021,1375000.0,19.2,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Tata,Tata Tiago,2021,520000.0,19.01,5.0,Kolkata
Diesel,SUV,47000,Manual,1,Mahindra,Mahindra Scorpio,2018,925000.0,15.4,9.0,Kolkata
Diesel,SUV,20000,Manual,1,Renault,Renault Duster,2018,650000.0,19.6,5.0,Kolkata
Petrol,Sedan,37000,Manual,1,Maruti,Maruti Swift Dzire,2013,285000.0,19.1,5.0,Kolkata
Petrol,Hatchback,9520,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,728000.0,20.7,5.0,Kolkata
Petrol,Sedan,100000,Manual,1,Chevrolet,Chevrolet Sail,2016,210000.0,18.2,5.0,Kolkata
Cng,Hatchback,22577,Manual,1,Hyundai,Hyundai Santro,2022,535000.0,30.48,5.0,Kolkata
Petrol,Hatchback,9902,Manual,1,Hyundai,Hyundai i20,2021,824000.0,20.0,5.0,Kolkata
Petrol,SUV,70000,Manual,1,Ford,Ford Ecosport,2016,500000.0,17.0,5.0,Kolkata
Petrol,Hatchback,20101,Manual,1,Hyundai,Hyundai Grand i10,2020,526000.0,18.9,5.0,Kolkata
Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,180000.0,16.25,5.0,Kolkata
Petrol,SUV,15258,Manual,1,Tata,Tata Nexon,2021,969999.9999999999,17.33,5.0,Kolkata
Petrol,SUV,36397,Automatic,1,Hyundai,Hyundai Venue,2020,951000.0,18.15,5.0,Kolkata
Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,180000.0,16.25,5.0,Kolkata
Diesel,Sedan,52000,Automatic,1,BMW,BMW 3 Series,2012,975000.0,16.07,5.0,Kolkata
Diesel,SUV,51900,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,2250000.0,17.9,5.0,Kolkata
Petrol,Sedan,70000,Automatic,1,Honda,Honda City,2017,750000.0,18.0,5.0,Kolkata
Petrol,SUV,10000,Automatic,1,Jeep,Jeep Compass,2022,2650000.0,14.1,5.0,Kolkata
Diesel,SUV,30000,Automatic,1,BMW,BMW X1,2016,1950000.0,17.05,5.0,Kolkata
Petrol,SUV,23303,Manual,2,Hyundai,Hyundai Creta,2019,930000.0000000001,13.0,5.0,Kolkata
Petrol,SUV,30000,Automatic,2,MG,MG Hector,2020,1499000.0,13.96,5.0,Kolkata
Diesel,SUV,70000,Manual,2,Mahindra,Mahindra XUV500,2017,850000.0,16.0,7.0,Kolkata
Petrol,SUV,50000,Manual,2,Hyundai,Hyundai Creta,2019,1019999.9999999999,13.0,5.0,Kolkata
Petrol,Hatchback,11326,Manual,1,Maruti,Maruti Swift,2019,614000.0,21.21,5.0,Kolkata
Petrol,Hatchback,23609,Manual,1,Maruti,Maruti Swift,2020,630000.0,21.21,5.0,Kolkata
Petrol,Hatchback,30000,Manual,2,Maruti,Maruti Celerio,2016,320000.0,23.1,5.0,Kolkata
Petrol,Hatchback,60533,Manual,1,Hyundai,Hyundai Santro Xing,2014,241000.0,17.92,5.0,Kolkata
Petrol,Sedan,46328,Manual,1,Maruti,Maruti Ciaz,2016,513000.0,20.73,5.0,Kolkata
Petrol,SUV,60000,Automatic,1,MG,MG Hector Plus,2020,1550000.0,11.67,6.0,Kolkata
Petrol,SUV,31745,Automatic,1,Hyundai,Hyundai Venue,2019,1006000.0,18.15,5.0,Kolkata
Diesel,SUV,78668,Automatic,3,Toyota,Toyota Fortuner,2012,1075000.0,12.55,7.0,Kolkata
Petrol,SUV,3115,Manual,1,Renault,Renault Kiger,2021,718000.0,19.17,5.0,Kolkata
Petrol,Hatchback,8940,Automatic,1,Maruti,Maruti Celerio,2022,635000.0,26.0,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai Grand i10,2015,475000.0,18.9,5.0,Kolkata
Petrol,Sedan,40000,Manual,3,Hyundai,Hyundai Xcent,2014,305000.0,19.1,5.0,Kolkata
Petrol,Sedan,45652,Manual,1,Honda,Honda City,2018,755000.0,17.8,5.0,Kolkata
Petrol,Sedan,30000,Manual,1,Maruti,Maruti Ciaz,2019,800000.0,21.56,5.0,Kolkata
Petrol,Sedan,85033,Automatic,4,Jaguar,Jaguar XJ,2015,1800000.0,9.4,5.0,Kolkata
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10,2017,450000.0,18.9,5.0,Kolkata
Petrol,Hatchback,70000,Manual,1,Hyundai,Hyundai i20,2011,290000.0,18.5,5.0,Kolkata
Petrol,Hatchback,17200,Manual,1,Maruti,Maruti Swift,2019,580000.0,22.0,5.0,Kolkata
Petrol,Sedan,18255,Manual,1,Honda,Honda City,2015,600000.0,17.4,5.0,Kolkata
Petrol,Sedan,80000,Manual,2,Toyota,Toyota Corolla Altis,2015,595000.0,14.28,5.0,Kolkata
Petrol,Hatchback,6398,Manual,1,Maruti,Maruti Celerio,2022,546000.0,25.24,5.0,Kolkata
Petrol,Hatchback,45739,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2020,588000.0,20.7,5.0,Kolkata
Diesel,SUV,46000,Manual,1,Toyota,Toyota Fortuner,2016,2300000.0,12.55,7.0,Kolkata
Petrol,SUV,35254,Manual,1,Honda,Honda BR-V,2016,499000.0,15.4,7.0,Kolkata
Petrol,Sedan,41334,Manual,1,Toyota,Toyota Yaris,2018,623000.0,17.1,5.0,Kolkata
Petrol,Hatchback,51463,Manual,1,Honda,Honda Brio,2014,300000.0,19.4,5.0,Kolkata
Petrol,Hatchback,29478,Manual,1,Maruti,Maruti Alto 800,2019,338000.0,24.7,5.0,Kolkata
Diesel,MUV,85101,Manual,1,Toyota,Toyota Innova Crysta,2019,1750000.0,13.68,7.0,Kolkata
Petrol,Hatchback,6903,Manual,1,Maruti,Maruti S-Presso,2022,443000.0,21.7,5.0,Kolkata
Petrol,Hatchback,57602,Manual,2,Hyundai,Hyundai i10,2013,213000.0,20.36,5.0,Kolkata
Diesel,Sedan,52047,Automatic,2,Porsche,Porsche Panamera,2013,3150000.0,7.5,4.0,Kolkata
Diesel,SUV,71742,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2017,3700000.0,17.9,5.0,Kolkata
Petrol,SUV,413,Automatic,1,Volvo,Volvo XC40,2023,4450000.0,12.18,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Alto 800,2015,234000.0,22.74,5.0,Kolkata
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2009,140000.0,19.81,5.0,Kolkata
Petrol,Hatchback,18000,Automatic,1,Maruti,Maruti Baleno,2018,534000.0,21.4,5.0,Kolkata
Petrol,Hatchback,32000,Automatic,1,Maruti,Maruti Wagon R,2018,380000.0,20.51,5.0,Kolkata
Diesel,SUV,42000,Manual,1,Ford,Ford Ecosport,2018,565000.0,23.0,5.0,Kolkata
Petrol,Sedan,45000,Manual,1,Honda,Honda City,2014,381000.0,17.4,5.0,Kolkata
Petrol,Sedan,29000,Automatic,1,Honda,Honda City,2018,749000.0,18.4,5.0,Kolkata
Petrol,MUV,19675,Manual,2,Maruti,Maruti Ertiga,2012,426000.0,20.51,7.0,Kolkata
Petrol,Hatchback,20378,Automatic,1,Hyundai,Hyundai i20,2021,877000.0,20.28,5.0,Kolkata
Petrol,SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1400000.0,17.2,5.0,Kolkata
Petrol,Hatchback,33683,Manual,1,Hyundai,Hyundai i10,2015,335000.0,19.81,5.0,Kolkata
Petrol,Hatchback,18518,Manual,1,Maruti,Maruti S-Presso,2021,413999.99999999994,21.7,5.0,Kolkata
Petrol,Hatchback,36000,Manual,1,Maruti,Maruti Wagon R,2016,321000.0,18.9,5.0,Kolkata
Petrol,Hatchback,30791,Manual,2,Maruti,Maruti Alto K10,2019,323000.0,23.95,5.0,Kolkata
Petrol,MUV,18000,Manual,1,Maruti,Maruti Ertiga,2021,925000.0,19.01,7.0,Kolkata
Petrol,Hatchback,14447,Manual,1,Maruti,Maruti Alto 800,2020,345000.0,22.05,5.0,Kolkata
Petrol,Hatchback,19991,Manual,2,Hyundai,Hyundai Grand i10,2019,454000.0,18.9,5.0,Kolkata
Petrol,Hatchback,24000,Manual,1,Hyundai,Hyundai EON,2016,259000.0,21.1,5.0,Kolkata
Diesel,SUV,41000,Manual,1,Mahindra,Mahindra Bolero,2019,675000.0,15.96,7.0,Kolkata
Diesel,SUV,45000,Manual,1,Audi,Audi Q3,2015,1095000.0,17.32,5.0,Kolkata
Petrol,SUV,10177,Automatic,1,Hyundai,Hyundai Alcazar,2021,1875000.0,14.2,7.0,Kolkata
Petrol,Hatchback,35444,Manual,1,Hyundai,Hyundai Grand i10,2013,325000.0,18.9,5.0,Kolkata
Petrol,Hatchback,35000,Manual,1,Hyundai,Hyundai Grand i10,2017,415000.00000000006,18.9,5.0,Kolkata
Diesel,MUV,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,1695000.0,13.68,7.0,Kolkata
Diesel,Hatchback,49040,Manual,1,Hyundai,Hyundai Grand i10,2016,365000.0,24.0,5.0,Kolkata
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Alto,2007,98000.0,19.7,5.0,Kolkata
Petrol,Hatchback,49546,Manual,1,Maruti,Maruti Alto K10,2019,333000.0,23.95,5.0,Kolkata
Petrol,Sedan,38698,Manual,1,Maruti,Maruti Swift Dzire,2014,405999.99999999994,22.41,5.0,Kolkata
Petrol,Sedan,32814,Manual,1,Honda,Honda City,2018,675000.0,17.4,5.0,Kolkata
Petrol,Sedan,14642,Manual,1,Hyundai,Hyundai Xcent,2015,329000.0,19.1,5.0,Kolkata
Petrol,Hatchback,33429,Manual,1,Maruti,Maruti Alto 800,2017,279000.0,24.7,5.0,Kolkata
Petrol,Sedan,36448,Manual,2,Hyundai,Hyundai Sonata,2012,299000.0,13.44,5.0,Kolkata
Petrol,Hatchback,30739,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,622000.0,20.7,5.0,Kolkata
Petrol,Hatchback,21300,Manual,1,Hyundai,Hyundai i20,2021,798000.0,21.0,5.0,Kolkata
Petrol,Hatchback,13463,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,618000.0,20.7,5.0,Kolkata
Petrol,Hatchback,15477,Automatic,1,Maruti,Maruti S-Presso,2019,430999.99999999994,21.7,5.0,Kolkata
Petrol,Hatchback,33000,Automatic,1,Maruti,Maruti Wagon R,2018,415000.00000000006,20.51,5.0,Kolkata
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2010,180000.0,20.36,5.0,Kolkata
Petrol,SUV,15766,Automatic,1,Audi,Audi Q2,2021,3700000.0,18.9,5.0,Kolkata
Diesel,SUV,28895,Automatic,1,Hyundai,Hyundai Alcazar,2021,1675000.0,18.1,6.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2019,620000.0,21.4,5.0,Kolkata
Diesel,Sedan,50000,Manual,1,Volkswagen,Volkswagen Vento,2015,380000.0,20.34,5.0,Kolkata
Diesel,SUV,70000,Automatic,2,Mahindra,Mahindra XUV500,2016,840000.0,16.0,7.0,Kolkata
Diesel,Sedan,24600,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3500000.0,12.6,5.0,Kolkata
Diesel,SUV,10711,Manual,1,Mahindra,Mahindra Thar,2023,1550000.0,15.2,4.0,Kolkata
Petrol,MUV,90000,Manual,1,Maruti,Maruti Ertiga,2018,600000.0,17.5,7.0,Kolkata
Petrol,SUV,19712,Manual,1,Hyundai,Hyundai Venue,2020,868000.0,18.27,5.0,Kolkata
Petrol,Sedan,31772,Automatic,1,Honda,Honda City,2019,917000.0,18.0,5.0,Kolkata
Diesel,Sedan,150000,Manual,1,Hindustan Motors,Ambassador,2013,100000.0,12.8,5.0,Kolkata
Petrol,Sedan,31055,Manual,1,Hyundai,Hyundai Verna,2019,867000.0,17.0,5.0,Kolkata
Petrol,SUV,25695,Manual,1,Renault,Renault Duster,2021,827000.0,16.42,5.0,Kolkata
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti S-Presso,2021,420000.0,21.7,5.0,Kolkata
Diesel,SUV,24181,Manual,1,Mahindra,Mahindra XUV300,2019,942000.0,20.0,5.0,Kolkata
Diesel,SUV,70000,Automatic,1,Kia,Kia Seltos,2020,1300000.0,18.0,5.0,Kolkata
Petrol,SUV,42970,Manual,1,Renault,Renault Duster,2020,803999.9999999999,16.42,5.0,Kolkata
Petrol,Hatchback,12541,Manual,2,Maruti,Maruti Alto,2012,179000.0,19.7,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai i20,2019,550000.0,18.6,5.0,Kolkata
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,650000.0,20.7,5.0,Kolkata
Petrol,Sedan,49817,Manual,1,Honda,Honda City,2015,449000.0,16.8,5.0,Kolkata
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,650000.0,20.7,5.0,Kolkata
Petrol,Hatchback,30000,Manual,2,Renault,Renault KWID,2016,250000.0,23.01,5.0,Kolkata
Petrol,SUV,10000,Manual,2,Tata,Tata Nexon,2022,821000.0000000001,17.33,5.0,Kolkata
Diesel,Hatchback,20000,Manual,1,Hyundai,Hyundai Grand i10,2013,300000.0,24.0,5.0,Kolkata
Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,950000.0,19.01,6.0,Kolkata
Diesel,SUV,80000,Manual,2,Mahindra,Mahindra XUV500,2015,700000.0,16.0,7.0,Kolkata
Diesel,Sedan,70000,Manual,2,Hyundai,Hyundai Xcent,2014,280000.0,24.4,5.0,Kolkata
Petrol,Hatchback,6347,Manual,1,Maruti,Maruti Swift,2020,663000.0,21.21,5.0,Kolkata
Petrol,Hatchback,19437,Automatic,2,Maruti,Maruti Ignis,2019,559000.0,20.89,5.0,Kolkata
Diesel,Hatchback,61262,Manual,1,Maruti,Maruti Swift,2019,500000.0,28.4,5.0,Kolkata
Petrol,SUV,6059,Manual,1,Tata,Tata Nexon,2021,934000.0,17.33,5.0,Kolkata
Diesel,Hatchback,9134,Manual,1,Tata,Tata Altroz,2022,914000.0,23.64,5.0,Kolkata
Petrol,Hatchback,23092,Manual,1,Maruti,Maruti Baleno,2022,840000.0,21.4,5.0,Kolkata
Diesel,Hatchback,33937,Manual,1,Tata,Tata Altroz,2020,684000.0,23.64,5.0,Kolkata
Petrol,Sedan,20000,Manual,1,Maruti,Maruti Ciaz,2015,524000.0,20.73,5.0,Kolkata
Petrol,Hatchback,49134,Manual,1,Toyota,Toyota Etios Liva,2017,442000.0,17.71,5.0,Kolkata
Petrol,Hatchback,71900,Manual,2,Maruti,Maruti Ritz,2010,192000.0,21.1,5.0,Kolkata
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Wagon R,2020,580000.0,21.79,5.0,Kolkata
Diesel,Sedan,20000,Automatic,1,BMW,BMW 5 Series,2019,3800000.0,18.12,5.0,Kolkata
Petrol,Sedan,10000,Automatic,1,Honda,Honda Amaze,2021,828999.9999999999,18.3,5.0,Kolkata
Diesel,SUV,22336,Automatic,1,Ford,Ford Endeavour,2017,2649000.0,10.91,7.0,Kolkata
Diesel,SUV,30000,Automatic,1,BMW,BMW X1,2016,1950000.0,20.68,5.0,Kolkata
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai i20,2019,600000.0,18.6,5.0,Kolkata
Petrol,Sedan,48384,Manual,1,Honda,Honda City,2019,775000.0,17.4,5.0,Kolkata
Petrol,SUV,32000,Automatic,1,MG,MG Hector,2019,1365000.0,13.96,5.0,Kolkata
Petrol,Sedan,20000,Manual,1,Skoda,Skoda Rapid,2020,850000.0,14.3,5.0,Kolkata
Petrol,Sedan,56023,Manual,1,Toyota,Toyota Etios,2015,434999.99999999994,16.78,5.0,Kolkata
Diesel,Sedan,60840,Manual,2,Hyundai,Hyundai Elantra,2019,956000.0,22.54,5.0,Kolkata
Petrol,Hatchback,18984,Automatic,1,Nissan,Nissan Micra,2017,430999.99999999994,19.34,5.0,Kolkata
Petrol,MUV,50000,Manual,1,Maruti,Maruti Ertiga,2014,575000.0,16.02,7.0,Kolkata
Diesel,Sedan,115173,Manual,1,Tata,Tata Zest,2017,432000.0,22.95,5.0,Kolkata
Petrol,Hatchback,26251,Manual,1,Maruti,Maruti Alto K10,2014,254999.99999999997,20.92,5.0,Kolkata
Diesel,SUV,35700,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2015,1675000.0,17.9,5.0,Kolkata
Petrol,Hatchback,6230,Automatic,2,Maruti,Maruti S-Presso,2021,479000.0,21.7,5.0,Kolkata
Petrol,SUV,30000,Manual,1,Tata,Tata Nexon,2020,763000.0,17.33,5.0,Kolkata
Petrol,Sedan,25228,Automatic,1,Honda,Honda Amaze,2022,846000.0000000001,18.3,5.0,Kolkata
Petrol,SUV,46717,Manual,1,Hyundai,Hyundai Creta,2019,999000.0,15.8,5.0,Kolkata
Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai i10,2013,280000.0,20.36,5.0,Kolkata
Petrol,MUV,120000,Automatic,1,Maruti,Maruti Ertiga,2018,775000.0,18.69,7.0,Kolkata
Diesel,Sedan,65000,Manual,1,Skoda,Skoda Rapid,2014,350000.0,20.5,5.0,Kolkata
Petrol,Sedan,91000,Manual,1,Honda,Honda Amaze,2018,445000.0,19.5,5.0,Kolkata
Petrol,Hatchback,45000,Manual,1,Hyundai,Hyundai i20 Active,2017,500000.0,17.19,5.0,Kolkata
Petrol,Coupe,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GT,2016,21000000.0,12.65,2.0,Kolkata
Petrol,Sedan,30000,Manual,1,Maruti,Maruti Ciaz,2019,825000.0,21.56,5.0,Kolkata
Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Baleno,2017,509999.99999999994,21.4,5.0,Kolkata
Petrol,Sedan,56000,Manual,1,Toyota,Toyota Etios,2014,325000.0,16.78,5.0,Kolkata
Petrol,Sedan,54419,Manual,1,Hyundai,Hyundai Verna,2016,500000.0,17.01,5.0,Kolkata
Petrol,MUV,22746,Automatic,1,Renault,Renault Triber,2020,640000.0,18.2,7.0,Kolkata
Petrol,Hatchback,5385,Manual,1,Maruti,Maruti Alto 800,2020,334000.0,22.05,5.0,Kolkata
Diesel,Sedan,40375,Automatic,1,Audi,Audi A6,2014,1250000.0,17.68,5.0,Kolkata
Petrol,Hatchback,10837,Automatic,1,Hyundai,Hyundai i20,2020,774000.0,20.28,5.0,Kolkata
Petrol,Hatchback,4521,Manual,1,Maruti,Maruti Alto 800,2020,326000.0,22.05,5.0,Kolkata
Diesel,Sedan,25990,Automatic,2,BMW,BMW 3 Series,2019,2400000.0,22.69,5.0,Kolkata
Petrol,Sedan,6805,Manual,1,Maruti,Maruti Swift Dzire,2021,634000.0,22.41,5.0,Kolkata
Diesel,Sedan,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,825000.0,14.94,5.0,Kolkata
Petrol,Hatchback,23733,Automatic,1,Maruti,Maruti S-Presso,2021,458000.0,21.7,5.0,Kolkata
Petrol,Hatchback,9473,Manual,1,Maruti,Maruti S-Presso,2021,413999.99999999994,21.7,5.0,Kolkata
Diesel,SUV,150000,Manual,1,Renault,Renault Duster,2013,310000.0,19.01,5.0,Kolkata
Petrol,Sedan,70000,Automatic,2,Hyundai,Hyundai Xcent,2015,450000.0,16.9,5.0,Kolkata
Diesel,SUV,38200,Automatic,2,Volvo,Volvo XC60,2019,4495000.0,11.2,5.0,Kolkata
Diesel,SUV,76187,Automatic,1,Mahindra,Mahindra Alturas G4,2020,2025000.0,12.05,7.0,Kolkata
Diesel,SUV,40000,Automatic,1,BMW,BMW X3,2016,2460000.0,16.55,5.0,Kolkata
Petrol,Sedan,89398,Automatic,3,Honda,Honda New Accord,2008,500000.0,11.7,5.0,Kolkata
Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2018,900000.0,17.0,5.0,Kolkata
Petrol,Sedan,70000,Automatic,3,Toyota,Toyota Camry,2014,1200000.0,19.16,5.0,Kolkata
Diesel,SUV,37000,Manual,1,Mahindra,Mahindra TUV 300,2017,400000.0,18.49,7.0,Kolkata
Petrol,Hatchback,42000,Manual,2,Ford,Ford Figo,2011,149000.0,15.6,5.0,Kolkata
Petrol,Hatchback,19392,Automatic,1,Maruti,Maruti Alto K10,2016,324000.0,23.95,5.0,Kolkata
Petrol,Hatchback,9522,Manual,1,Maruti,Maruti Alto 800,2021,356000.0,22.05,5.0,Kolkata
Petrol,Sedan,28880,Manual,1,Honda,Honda Amaze,2014,295000.0,18.0,5.0,Kolkata
Petrol,Hatchback,19003,Manual,1,Chevrolet,Chevrolet Beat,2016,229999.99999999997,18.6,5.0,Kolkata
Petrol,Hatchback,28329,Manual,1,Maruti,Maruti Alto 800,2016,268000.0,22.74,5.0,Kolkata
Petrol,Hatchback,9326,Manual,1,Hyundai,Hyundai i20,2022,690000.0,21.0,5.0,Kolkata
Petrol,Hatchback,47584,Manual,1,Maruti,Maruti Swift,2020,549000.0,21.21,5.0,Kolkata
Petrol,SUV,10000,Manual,2,Kia,Kia Seltos,2022,1600000.0,16.5,5.0,Kolkata
Petrol,Hatchback,24021,Manual,1,Hyundai,Hyundai Grand i10,2019,487000.0,18.9,5.0,Kolkata
Petrol,Hatchback,44094,Manual,2,Maruti,Maruti Alto K10,2019,302000.0,23.95,5.0,Kolkata
Diesel,SUV,45107,Automatic,1,Jeep,Jeep Compass,2020,1750000.0,17.1,5.0,Kolkata
Petrol,Sedan,9470,Automatic,1,Maruti,Maruti Swift Dzire,2015,425000.0,18.5,5.0,Kolkata
Diesel,MUV,125000,Manual,1,Toyota,Toyota Innova,2007,284000.0,12.99,8.0,Kolkata
Petrol,Hatchback,7000,Manual,1,Maruti,Maruti S-Presso,2021,430000.0,21.7,5.0,Kolkata
Diesel,Hatchback,73000,Manual,1,Maruti,Maruti Baleno,2018,445000.0,27.39,5.0,Kolkata
Petrol,SUV,11000,Manual,1,Maruti,Maruti Brezza,2022,1199000.0,19.89,5.0,Kolkata
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i10,2010,170000.0,20.36,5.0,Kolkata
Diesel,SUV,35500,Manual,1,Nissan,Nissan Terrano,2013,350000.0,20.45,5.0,Kolkata
