ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Mileage,Seating Capacity,City
Petrol,Hatchback,2657,Manual,1,Renault,Renault KWID,2022,463999.99999999994,22.3,5.0,Kolkata
Petrol,Hatchback,16000,Manual,1,Hyundai,Hyundai i10,2011,204999.99999999997,19.81,5.0,Kolkata
Diesel,SUV,7426,Automatic,1,Tata,Tata Harrier,2023,2175000.0,14.6,5.0,Kolkata
Petrol,Hatchback,27046,Automatic,1,Maruti,Maruti Baleno,2018,643000.0,21.4,5.0,Kolkata
Diesel,SUV,30100,Automatic,1,Toyota,Toyota Fortuner,2021,3750000.0,15.04,7.0,Kolkata
Petrol,Hatchback,9000,Manual,1,Maruti,Maruti Wagon R,2022,545000.0,24.35,5.0,Kolkata
Petrol,Hatchback,17000,Manual,1,Hyundai,Hyundai i20,2022,750000.0,21.0,5.0,Kolkata
Diesel,SUV,49200,Automatic,1,Jeep,Jeep Compass,2021,1650000.0,17.1,5.0,Kolkata
Petrol,Hatchback,35000,Manual,2,Hyundai,Hyundai i10,2009,225000.0,19.81,5.0,Kolkata
Diesel,SUV,30000,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2020,5990000.0,18.9,5.0,Kolkata
Petrol,Hatchback,54044,Manual,1,Maruti,Maruti Alto K10,2017,315000.0,23.95,5.0,Kolkata
Petrol,SUV,6500,Manual,1,Tata,Tata Nexon,2021,799000.0,17.33,5.0,Kolkata
Petrol,Sedan,29159,Manual,1,Maruti,Maruti Ciaz,2017,526000.0,20.73,5.0,Kolkata
Diesel,SUV,30000,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2020,5990000.0,18.9,5.0,Kolkata
Petrol,Sedan,31968,Automatic,1,Honda,Honda City,2016,675000.0,18.0,5.0,Kolkata
Petrol,Hatchback,44150,Manual,2,Hyundai,Hyundai Grand i10 Nios,2019,612000.0,20.7,5.0,Kolkata
Petrol,Hatchback,60000,Manual,1,Hyundai,Hyundai i20,2010,189000.0,17.0,5.0,Kolkata
Petrol,SUV,25009,Automatic,1,Hyundai,Hyundai Creta,2018,990000.0,14.8,5.0,Kolkata
Petrol,Hatchback,46469,Manual,1,Maruti,Maruti Swift,2020,534000.0,22.38,5.0,Kolkata
Petrol,SUV,45000,Manual,1,Hyundai,Hyundai Creta,2018,800000.0,13.0,5.0,Kolkata
Petrol,Sedan,31577,Manual,1,Hyundai,Hyundai Verna,2020,983000.0,17.7,5.0,Kolkata
Petrol,Hatchback,56005,Automatic,1,Maruti,Maruti Celerio,2014,281000.0,23.1,5.0,Kolkata
Petrol,Hatchback,10005,Manual,1,Maruti,Maruti Wagon R,2021,535000.0,21.79,5.0,Kolkata
Petrol,Hatchback,41163,Manual,1,Hyundai,Hyundai Grand i10,2017,475000.0,18.9,5.0,Kolkata
Diesel,Sedan,17839,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5300000.0,16.1,5.0,Kolkata
Petrol,Sedan,3800,Manual,1,Toyota,Toyota Yaris,2019,695000.0,17.1,5.0,Kolkata
Petrol,Hatchback,34124,Manual,1,Maruti,Maruti Wagon R,2018,395000.0,21.79,5.0,Kolkata
Diesel,Hatchback,50000,Manual,2,Hyundai,Hyundai i20,2012,200000.0,21.9,5.0,Kolkata
Petrol,Sedan,48168,Manual,1,Honda,Honda City,2018,750000.0,17.4,5.0,Kolkata
Diesel,MUV,20000,Manual,3,Mahindra,Mahindra Marazzo,2019,975000.0,17.3,8.0,Kolkata
Petrol,Sedan,56357,Manual,1,Maruti,Maruti Swift Dzire,2018,480000.0,19.0,5.0,Kolkata
Petrol,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,245000.00000000003,17.5,5.0,Kolkata
Petrol,Hatchback,10585,Manual,1,Maruti,Maruti Baleno,2022,719000.0,21.01,5.0,Kolkata
Petrol,Sedan,50000,Automatic,2,Honda,Honda Civic,2012,375000.0,13.1,5.0,Kolkata
Petrol,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,245000.00000000003,17.5,5.0,Kolkata
Petrol,SUV,17642,Manual,1,Hyundai,Hyundai Creta,2020,1214000.0,18.9,5.0,Kolkata
Diesel,Hatchback,20000,Manual,1,Tata,Tata Tiago,2018,438999.99999999994,27.28,5.0,Kolkata
Petrol,Hatchback,9157,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,753000.0,20.7,5.0,Kolkata
Petrol,Sedan,65979,Manual,2,Honda,Honda Amaze,2016,362000.0,18.0,5.0,Kolkata
Diesel,Sedan,65000,Manual,1,Skoda,Skoda Rapid,2014,300000.0,20.5,5.0,Kolkata
Petrol,Hatchback,7940,Manual,2,Datsun,Datsun RediGO,2020,389000.0,22.5,5.0,Kolkata
Petrol,Hatchback,100000,Manual,4,Hyundai,Hyundai Santro Xing,2010,114999.99999999999,18.9,5.0,Kolkata
Diesel,Sedan,40000,Automatic,1,BMW,BMW 3 Series,2011,865000.0,16.07,5.0,Kolkata
Petrol,Sedan,60000,Manual,2,Fiat,Fiat Linea,2011,185000.0,14.6,5.0,Kolkata
Diesel,Sedan,19859,Automatic,1,BMW,BMW 5 Series,2019,3950000.0,20.37,5.0,Kolkata
Petrol,SUV,7405,Automatic,1,Jeep,Jeep Wrangler,2023,6250000.0,12.1,5.0,Kolkata
Petrol,SUV,52922,Manual,1,Honda,Honda BR-V,2016,620000.0,15.4,7.0,Kolkata
Petrol,SUV,60000,Manual,1,Ford,Ford Ecosport,2015,350000.0,15.85,5.0,Kolkata
Petrol,Hatchback,32000,Manual,1,Hyundai,Hyundai Grand i10,2019,463999.99999999994,18.9,5.0,Kolkata
Petrol,Hatchback,47739,Manual,2,Honda,Honda Jazz,2017,412000.0,18.7,5.0,Kolkata
Petrol,Hatchback,10717,Automatic,2,Maruti,Maruti Alto K10,2019,375000.0,23.95,5.0,Kolkata
Diesel,Sedan,41000,Manual,1,Honda,Honda City,2015,621000.0,25.1,5.0,Kolkata
Petrol,Hatchback,17619,Manual,2,Hyundai,Hyundai Santro,2020,443000.0,20.3,5.0,Kolkata
Petrol,Hatchback,9221,Manual,1,Renault,Renault KWID,2021,422000.0,21.74,5.0,Kolkata
Petrol,SUV,70000,Manual,1,Honda,Honda WR-V,2019,550000.0,17.5,5.0,Kolkata
Petrol,Hatchback,10519,Manual,1,Maruti,Maruti Swift,2019,545000.0,22.38,5.0,Kolkata
Petrol,Sedan,50000,Manual,2,Hyundai,Hyundai Verna,2014,450000.0,17.1,5.0,Kolkata
Cng,Hatchback,19907,Manual,1,Maruti,Maruti Celerio,2022,597000.0,35.6,5.0,Kolkata
Petrol,Hatchback,84771,Manual,2,Maruti,Maruti Swift,2015,330000.0,22.38,5.0,Kolkata
Petrol,Hatchback,7000,Automatic,2,Honda,Honda Brio,2015,595000.0,16.5,5.0,Kolkata
Petrol,Sedan,50000,Manual,1,Honda,Honda City,2017,500000.0,17.4,5.0,Kolkata
Diesel,Sedan,52000,Automatic,1,Audi,Audi A6,2013,1075000.0,17.68,5.0,Kolkata
Petrol,SUV,15407,Manual,1,Tata,Tata Nexon,2021,835000.0,17.33,5.0,Kolkata
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2009,175000.0,20.36,5.0,Kolkata
Petrol,Sedan,80000,Manual,1,Hindustan Motors,Ambassador,1985,495000.0,12.8,5.0,Kolkata
Petrol,Sedan,58000,Manual,1,Honda,Honda City,2017,550000.0,17.4,5.0,Kolkata
Petrol,Sedan,14000,Manual,1,Hyundai,Hyundai Verna,2021,1025000.0,17.7,5.0,Kolkata
Petrol,Sedan,80000,Manual,3,Hyundai,Hyundai Elantra,2014,350000.0,16.3,5.0,Kolkata
Petrol,Sedan,45000,Manual,1,Hyundai,Hyundai Elantra,2017,775000.0,14.59,5.0,Kolkata
Petrol,Sedan,119236,Manual,1,Maruti,Maruti Swift Dzire,2014,306000.0,22.41,5.0,Kolkata
Petrol,Hatchback,98074,Manual,1,Maruti,Maruti Baleno,2016,432000.0,21.4,5.0,Kolkata
Diesel,Sedan,40330,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,1080000.0,14.84,5.0,Kolkata
Petrol,Sedan,84989,Manual,2,Maruti,Maruti Swift Dzire,2014,314000.0,22.41,5.0,Kolkata
Petrol,Hatchback,72017,Manual,2,Maruti,Maruti Wagon R,2014,269000.0,20.51,5.0,Kolkata
Diesel,MUV,65002,Manual,1,Maruti,Maruti Ertiga,2015,521000.0,20.77,7.0,Kolkata
Petrol,Sedan,85862,Manual,1,Maruti,Maruti Swift Dzire,2015,342000.0,22.41,5.0,Kolkata
Petrol,Hatchback,70000,Manual,2,Maruti,Maruti Alto,2011,150000.0,19.7,5.0,Kolkata
Petrol,Hatchback,48005,Manual,1,Mahindra,Mahindra KUV 100 NXT,2017,407000.0,18.15,6.0,Kolkata
Petrol,Hatchback,8625,Manual,1,Hyundai,Hyundai Santro,2019,459999.99999999994,20.3,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Tata,Tata Altroz,2020,725000.0,19.33,5.0,Kolkata
Diesel,Sedan,67000,Manual,1,Skoda,Skoda Laura,2012,340000.0,20.0,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Tata,Tata Altroz,2020,735000.0,19.33,5.0,Kolkata
Diesel,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2018,1200000.0,19.67,5.0,Kolkata
Petrol,Hatchback,60000,Manual,3,Maruti,Maruti Zen Estilo,2011,145000.0,19.0,5.0,Kolkata
Petrol,Hatchback,60000,Manual,3,Maruti,Maruti Celerio,2017,350000.0,23.1,5.0,Kolkata
Diesel,SUV,34000,Automatic,1,Audi,Audi Q5,2014,1950000.0,14.16,5.0,Kolkata
Petrol,Hatchback,60000,Manual,1,Maruti,Maruti A-Star,2012,300000.0,19.0,5.0,Kolkata
Diesel,MUV,152000,Manual,1,Toyota,Toyota Innova,2014,695000.0,12.99,7.0,Kolkata
Diesel,SUV,45000,Automatic,1,Land Rover,Land Rover Range Rover Sport,2014,5600000.0,12.65,5.0,Kolkata
Petrol,Sedan,56766,Manual,3,Toyota,Toyota Corolla Altis,2013,399000.0,14.53,5.0,Kolkata
Diesel,SUV,7114,Automatic,1,Tata,Tata New Safari,2022,2109000.0,14.08,6.0,Kolkata
Diesel,SUV,25508,Automatic,1,Tata,Tata New Safari,2021,2000000.0,14.08,6.0,Kolkata
Petrol,Hatchback,39369,Manual,1,Maruti,Maruti Wagon R,2012,217000.0,18.9,5.0,Kolkata
Diesel,SUV,96707,Manual,1,Mahindra,Mahindra XUV500,2018,886000.0,18.9,7.0,Kolkata
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i20 Active,2016,550000.0,17.19,5.0,Kolkata
Petrol,Hatchback,30345,Manual,1,Renault,Renault KWID,2019,327000.0,22.25,5.0,Kolkata
Diesel,SUV,128232,Automatic,1,Toyota,Toyota Fortuner,2016,1775000.0,12.55,7.0,Kolkata
Petrol,SUV,54018,Manual,1,Honda,Honda WR-V,2017,487000.0,17.5,5.0,Kolkata
Diesel,Sedan,32007,Manual,1,Hyundai,Hyundai Verna,2016,612000.0,23.9,5.0,Kolkata
Petrol,Hatchback,100000,Manual,1,Hyundai,Hyundai i10,2015,310000.0,19.81,5.0,Kolkata
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,245000.00000000003,17.92,5.0,Kolkata
Diesel,Sedan,66452,Automatic,1,Volvo,Volvo S60 Cross Country,2018,1980000.0,19.6,5.0,Kolkata
Diesel,SUV,38706,Automatic,1,Volvo,Volvo XC60,2021,4500000.0,11.2,5.0,Kolkata
Petrol,Sedan,80000,Manual,1,Honda,Honda City,2018,650000.0,17.4,5.0,Kolkata
Petrol,Sedan,60000,Manual,1,Hyundai,Hyundai Verna,2015,750000.0,17.01,5.0,Kolkata
Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai i20 Active,2016,500000.0,17.19,5.0,Kolkata
Diesel,MUV,150000,Manual,2,Chevrolet,Chevrolet Tavera,2012,720000.0,12.2,10.0,Kolkata
Diesel,Sedan,19000,Manual,1,Honda,Honda City,2017,790000.0,26.0,5.0,Kolkata
Diesel,MUV,260000,Manual,1,Toyota,Toyota Innova,2012,645000.0,12.8,7.0,Kolkata
Petrol,Sedan,71552,Manual,1,Honda,Honda City,2014,403000.0,17.4,5.0,Kolkata
Petrol,Hatchback,65039,Manual,2,Hyundai,Hyundai Grand i10,2015,301000.0,18.9,5.0,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai Santro Xing,2007,40000.0,17.92,5.0,Kolkata
Petrol,Hatchback,73578,Manual,1,Renault,Renault KWID,2019,359000.0,23.01,5.0,Kolkata
Petrol,Hatchback,27160,Automatic,1,Hyundai,Hyundai Santro,2021,511000.00000000006,20.3,5.0,Kolkata
Petrol,Hatchback,36000,Manual,1,Hyundai,Hyundai i20,2017,425000.0,18.6,5.0,Kolkata
Petrol,Hatchback,84367,Manual,1,Hyundai,Hyundai Grand i10,2014,277000.0,18.9,5.0,Kolkata
Petrol,MUV,32599,Manual,1,Maruti,Maruti Ertiga,2019,750000.0,19.01,7.0,Kolkata
Petrol,SUV,47530,Manual,1,Renault,Renault Duster,2017,551000.0,13.06,5.0,Kolkata
Petrol,Hatchback,35457,Manual,1,Honda,Honda Brio,2014,254000.0,19.4,5.0,Kolkata
Petrol,SUV,28134,Automatic,1,Kia,Kia Seltos,2020,1275000.0,18.9,5.0,Kolkata
Petrol,SUV,5000,Automatic,0,Mahindra,Mahindra XUV300,2022,1320000.0,16.5,5.0,Kolkata
Petrol,Hatchback,28000,Automatic,1,Hyundai,Hyundai i10,2011,270000.0,16.95,5.0,Kolkata
Diesel,SUV,20000,Automatic,1,Jeep,Jeep Compass Trailhawk,2023,2000000.0,18.9,5.0,Kolkata
Petrol,SUV,33582,Automatic,2,Land Rover,Land Rover Range Rover Velar,2020,7900000.0,15.8,5.0,Kolkata
Petrol,Hatchback,46005,Manual,1,Hyundai,Hyundai i10,2014,254999.99999999997,20.36,5.0,Kolkata
Diesel,SUV,2565,Automatic,1,MG,MG Gloster,2021,3450000.0,12.4,6.0,Kolkata
Petrol,Hatchback,28000,Automatic,1,Maruti,Maruti Swift,2018,535000.0,22.0,5.0,Kolkata
Petrol,Hatchback,32000,Automatic,1,Honda,Honda Jazz,2015,440000.00000000006,18.2,5.0,Kolkata
Petrol,Sedan,45000,Manual,1,Maruti,Maruti Swift Dzire,2009,225000.0,17.5,5.0,Kolkata
Diesel,SUV,78565,Manual,1,Mahindra,Mahindra XUV500,2019,1295000.0,15.1,7.0,Kolkata
Petrol,SUV,10197,Automatic,1,MG,MG Hector,2022,1792000.0000000002,18.9,5.0,Kolkata
Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai EON,2014,180000.0,21.1,5.0,Kolkata
Petrol,Sedan,32844,Manual,1,Honda,Honda City,2017,602000.0,17.8,5.0,Kolkata
Cng,Hatchback,5198,Manual,1,Tata,Tata Tiago,2022,743000.0,26.49,5.0,Kolkata
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2013,335000.0,18.5,5.0,Kolkata
Petrol,Sedan,19355,Automatic,1,Skoda,Skoda Rapid,2019,750000.0,14.84,5.0,Kolkata
Petrol,Sedan,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,240000.0,17.5,5.0,Kolkata
Petrol,Hatchback,31197,Manual,1,Maruti,Maruti Wagon R,2019,474000.0,21.79,5.0,Kolkata
Petrol,Hatchback,6651,Manual,1,Datsun,Datsun RediGO,2021,346000.0,21.7,5.0,Kolkata
Petrol,Hatchback,60000,Manual,3,Chevrolet,Chevrolet Spark,2009,70000.0,18.0,5.0,Kolkata
Petrol,SUV,35000,Manual,1,Honda,Honda BR-V,2018,745000.0,15.4,7.0,Kolkata
Petrol,Sedan,57000,Manual,1,Honda,Honda City,2013,335000.0,16.8,5.0,Kolkata
Petrol,Sedan,50469,Automatic,1,Honda,Honda City,2016,550000.0,18.0,5.0,Kolkata
Petrol,Hatchback,32000,Manual,1,Maruti,Maruti Swift,2018,524000.0,22.0,5.0,Kolkata
Petrol,Sedan,36000,Automatic,1,Toyota,Toyota Corolla Altis,2016,850000.0,14.28,5.0,Kolkata
Petrol,Hatchback,30000,Manual,1,Datsun,Datsun RediGO,2018,210000.0,22.7,5.0,Kolkata
Diesel,SUV,68042,Automatic,1,Mahindra,Mahindra XUV500,2018,999000.0,16.0,7.0,Kolkata
Petrol,Hatchback,65000,Manual,2,Hyundai,Hyundai i10,2014,229999.99999999997,20.36,5.0,Kolkata
Petrol,Hatchback,24000,Manual,1,Maruti,Maruti Swift,2020,549000.0,20.4,5.0,Kolkata
Diesel,Sedan,82948,Manual,1,Maruti,Maruti Ciaz,2016,520000.0,28.09,5.0,Kolkata
Petrol,Hatchback,23162,Manual,2,Maruti,Maruti Zen Estilo,2010,141000.0,19.0,5.0,Kolkata
Petrol,Hatchback,45000,Manual,1,Maruti,Maruti Ritz,2010,129000.0,18.5,5.0,Kolkata
Petrol,SUV,7281,Manual,2,Honda,Honda WR-V,2020,641000.0,17.5,5.0,Kolkata
Petrol,Hatchback,29428,Manual,1,Hyundai,Hyundai i20 Active,2016,466000.0,17.19,5.0,Kolkata
Petrol,SUV,64000,Manual,1,Hyundai,Hyundai Creta,2018,844999.9999999999,15.8,5.0,Kolkata
Petrol,Hatchback,62202,Manual,1,Maruti,Maruti Alto 800,2016,215000.0,22.05,5.0,Kolkata
Petrol,Sedan,47000,Manual,1,Honda,Honda City,2018,725000.0,17.4,5.0,Kolkata
Cng,Sedan,13145,Manual,1,Tata,Tata Tigor,2022,772000.0,26.49,5.0,Kolkata
Petrol,Hatchback,119490,Manual,1,Hyundai,Hyundai EON,2017,254999.99999999997,21.1,5.0,Kolkata
Diesel,SUV,8000,Manual,1,Mahindra,Mahindra XUV500,2021,1673999.9999999998,15.1,7.0,Kolkata
Diesel,Sedan,45000,Manual,1,Honda,Honda City,2015,525000.0,25.1,5.0,Kolkata
Petrol,Hatchback,46422,Manual,1,Maruti,Maruti Wagon R Stingray,2016,295000.0,20.51,5.0,Kolkata
Petrol,Hatchback,64000,Manual,3,Hyundai,Hyundai i10,2014,235000.0,20.36,5.0,Kolkata
Diesel,Sedan,52000,Manual,1,Volkswagen,Volkswagen Ameo,2020,495000.0,21.66,5.0,Kolkata
Petrol,Sedan,25000,Manual,1,Honda,Honda City,2019,685000.0,16.8,5.0,Kolkata
Petrol,Hatchback,15000,Manual,2,Hyundai,Hyundai EON,2013,186000.0,21.1,5.0,Kolkata
Petrol,SUV,45000,Manual,1,Kia,Kia Seltos,2020,1265000.0,16.5,5.0,Kolkata
Petrol,SUV,65000,Automatic,1,Hyundai,Hyundai Creta,2018,894999.9999999999,14.8,5.0,Kolkata
Diesel,SUV,65000,Manual,1,Jeep,Jeep Compass,2018,950000.0,17.1,5.0,Kolkata
Petrol,Sedan,21628,Manual,1,Honda,Honda City,2019,727000.0,17.4,5.0,Kolkata
Petrol,Hatchback,8347,Manual,1,Maruti,Maruti Swift,2016,426999.99999999994,22.38,5.0,Kolkata
Diesel,SUV,72057,Manual,2,Mahindra,Mahindra Scorpio,2016,875000.0,15.4,7.0,Kolkata
Petrol,Hatchback,52549,Manual,1,Hyundai,Hyundai Grand i10,2017,349000.0,18.9,5.0,Kolkata
Petrol,Sedan,44540,Automatic,2,Honda,Honda City,2014,450000.0,18.0,5.0,Kolkata
Petrol,Hatchback,44000,Manual,2,Maruti,Maruti Swift,2014,320000.0,18.6,5.0,Kolkata
Diesel,Hatchback,53084,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,646000.0,26.2,5.0,Kolkata
Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,950000.0,19.01,6.0,Kolkata
Petrol,Sedan,34339,Automatic,2,Toyota,Toyota Corolla Altis,2018,1124000.0,14.28,5.0,Kolkata
Petrol,SUV,15456,Manual,1,Kia,Kia Seltos,2020,1057000.0,16.8,5.0,Kolkata
Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,950000.0,19.01,6.0,Kolkata
Petrol,Hatchback,68000,Manual,1,Hyundai,Hyundai Santro,2018,385000.0,20.3,5.0,Kolkata
Petrol,SUV,10000,Manual,1,Maruti,Maruti SX4 S Cross,2021,875000.0,18.55,5.0,Kolkata
Diesel,SUV,100000,Manual,1,Mahindra,Mahindra TUV 300,2017,520000.0,18.49,7.0,Kolkata
Diesel,SUV,59639,Manual,1,Mahindra,Mahindra TUV 300,2019,675000.0,18.49,7.0,Kolkata
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2017,360000.0,23.1,5.0,Kolkata
Petrol,Sedan,37000,Automatic,1,Audi,Audi A6,2016,1795000.0,15.26,5.0,Kolkata
Petrol,Sedan,60000,Manual,2,Renault,Renault Scala,2013,235000.0,16.95,5.0,Kolkata
Petrol,Hatchback,8000,Manual,1,Hyundai,Hyundai i20 N Line,2022,900000.0,20.0,5.0,Kolkata
Diesel,MUV,31000,Manual,1,Maruti,Maruti Ertiga,2017,800000.0,24.52,7.0,Kolkata
Petrol,Sedan,44890,Manual,1,Honda,Honda Amaze,2016,357000.0,18.0,5.0,Kolkata
Diesel,SUV,48752,Manual,2,Hyundai,Hyundai Creta,2017,620000.0,22.1,5.0,Kolkata
Diesel,SUV,10000,Automatic,1,Tata,Tata New Safari,2022,2350000.0,14.08,6.0,Kolkata
Petrol,SUV,5151,Manual,1,Mahindra,Mahindra KUV 100,2017,372000.0,18.15,5.0,Kolkata
Petrol,Hatchback,28807,Manual,1,Maruti,Maruti Alto 800,2017,275000.0,22.05,5.0,Kolkata
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,220000.00000000003,17.92,5.0,Kolkata
Petrol,Sedan,20593,Manual,1,Honda,Honda City,2019,763000.0,17.4,5.0,Kolkata
Petrol,Hatchback,10000,Manual,1,Tata,Tata Altroz,2020,735000.0,19.33,5.0,Kolkata
Petrol,Sedan,82879,Manual,2,Honda,Honda Amaze,2015,260000.0,18.0,5.0,Kolkata
Petrol,Sedan,13407,Manual,1,Honda,Honda City,2022,1015000.0,18.6,5.0,Kolkata
Petrol,Hatchback,100000,Manual,1,Maruti,Maruti Ignis,2019,409999.99999999994,20.89,5.0,Kolkata
Diesel,MUV,66000,Manual,1,Maruti,Maruti Ertiga,2018,791000.0,25.47,7.0,Kolkata
Diesel,MUV,177000,Manual,1,Toyota,Toyota Innova,2015,745000.0,12.99,7.0,Kolkata
Diesel,MUV,21100,Manual,1,Toyota,Toyota Innova Crysta,2021,1850000.0,12.0,7.0,Kolkata
Diesel,MUV,120000,Manual,1,Tata,Tata Sumo Victa,2005,110000.00000000001,12.2,10.0,Kolkata
Petrol,Hatchback,100000,Manual,1,Hyundai,Hyundai i10,2015,310000.0,19.81,5.0,Kolkata
Diesel,Sedan,44227,Automatic,1,BMW,BMW 6 Series,2018,3900000.0,17.09,4.0,Kolkata
Diesel,SUV,70000,Automatic,3,Toyota,Toyota Fortuner,2015,1350000.0,12.55,7.0,Kolkata
Petrol,SUV,45000,Manual,1,Honda,Honda WR-V,2019,650000.0,17.5,5.0,Kolkata
Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Alcazar,2021,1600000.0,14.5,6.0,Kolkata
Petrol,Hatchback,77042,Manual,1,Maruti,Maruti Swift,2019,449000.0,22.38,5.0,Kolkata
Petrol,Sedan,42325,Manual,1,Tata,Tata Tigor,2021,517000.0,19.28,5.0,Kolkata
Petrol,Hatchback,50000,Manual,1,Volkswagen,Volkswagen Polo,2017,500000.0,16.2,5.0,Kolkata
Petrol,Hatchback,37196,Manual,1,Maruti,Maruti Swift,2015,400000.0,22.38,5.0,Kolkata
Diesel,Hatchback,61530,Manual,1,Maruti,Maruti Baleno,2017,459999.99999999994,27.39,5.0,Kolkata
Petrol,Hatchback,48000,Manual,1,Hyundai,Hyundai i20 Active,2016,580000.0,17.19,5.0,Kolkata
Diesel,SUV,74444,Manual,1,Maruti,Maruti Vitara Brezza,2017,643000.0,24.3,5.0,Kolkata
Petrol,Hatchback,120000,Manual,1,Skoda,Skoda Fabia,2011,200000.0,16.25,5.0,Kolkata
Petrol,Hatchback,11768,Manual,1,Maruti,Maruti S-Presso,2020,411000.00000000006,21.7,5.0,Kolkata
Petrol,Hatchback,19715,Manual,2,Renault,Renault KWID,2020,384000.0,22.3,5.0,Kolkata
Petrol,SUV,54581,Manual,1,Honda,Honda WR-V,2018,500000.0,17.5,5.0,Kolkata
Diesel,Sedan,34000,Automatic,1,Audi,Audi A6,2014,1475000.0,17.68,5.0,Kolkata
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i20,2016,500000.0,18.6,5.0,Kolkata
Petrol,Hatchback,40000,Manual,2,Volkswagen,Volkswagen Polo,2014,360000.0,16.47,5.0,Kolkata
Diesel,SUV,70000,Automatic,4,Toyota,Toyota Fortuner,2015,1450000.0,12.55,7.0,Kolkata
Petrol,SUV,19600,Automatic,3,Porsche,Porsche Macan,2016,4200000.0,13.6,5.0,Kolkata
Diesel,MUV,120000,Manual,1,Chevrolet,Chevrolet Tavera,2011,350000.0,14.8,7.0,Kolkata
Diesel,SUV,68000,Automatic,1,BMW,BMW X3,2012,1199000.0,16.09,5.0,Kolkata
Diesel,Sedan,70000,Manual,2,Tata,Tata Manza,2014,220000.00000000003,21.02,5.0,Kolkata
Diesel,Hatchback,50000,Manual,4,Hyundai,Hyundai Grand i10,2016,330000.0,24.0,5.0,Kolkata
Petrol,Sedan,70179,Manual,1,Tata,Tata Tigor,2021,518000.0,19.28,5.0,Kolkata
Petrol,Hatchback,54501,Manual,1,Maruti,Maruti A-Star,2010,141000.0,19.0,5.0,Kolkata
Diesel,SUV,20000,Manual,1,Renault,Renault Captur,2018,800000.0,20.37,5.0,Kolkata
Petrol,Hatchback,28651,Manual,1,Maruti,Maruti Alto 800,2016,227000.0,22.05,5.0,Kolkata
Petrol,Sedan,64787,Manual,2,Honda,Honda City,2014,372000.0,17.4,5.0,Kolkata
Diesel,SUV,138726,Manual,1,Toyota,Toyota Fortuner,2014,1300000.0,13.0,7.0,Kolkata
Petrol,Hatchback,24147,Manual,1,Maruti,Maruti Wagon R,2019,437000.0,21.79,5.0,Kolkata
Petrol,Sedan,65000,Automatic,1,Toyota,Toyota Corolla Altis,2017,950000.0,14.28,5.0,Kolkata
Petrol,Sedan,79513,Manual,1,Honda,Honda City,2015,421000.0,17.4,5.0,Kolkata
Petrol,Hatchback,87845,Manual,1,Hyundai,Hyundai i20,2010,193000.0,18.5,5.0,Kolkata
Petrol,MUV,20000,Manual,1,Maruti,Maruti Ertiga,2015,750000.0,16.02,7.0,Kolkata
Petrol,Sedan,55000,Manual,1,Volkswagen,Volkswagen Jetta,2015,599000.0,14.69,5.0,Kolkata
Petrol,Hatchback,60000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2020,470000.0,18.15,6.0,Kolkata
Petrol,Hatchback,47183,Manual,1,Honda,Honda Brio,2014,335000.0,19.4,5.0,Kolkata
Diesel,MUV,150000,Manual,1,Toyota,Toyota Innova,2015,1050000.0,12.99,7.0,Kolkata
Diesel,Sedan,41510,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2015,2199000.0,14.21,5.0,Kolkata
Diesel,Sedan,54600,Manual,1,Hyundai,Hyundai Elantra,2017,843000.0,22.54,5.0,Kolkata
Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai Santro Xing,2007,50000.0,18.9,5.0,Kolkata
Petrol,MUV,4000,Manual,1,Renault,Renault Triber,2022,650000.0,20.0,7.0,Kolkata
